,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned
0,l/0001/P0001.txt,2341.549,2345.099,1,小度小度。,小度小度。
1,l/0001/P0001.txt,2347.219,2351.179,1,小度小度。,小度小度。
2,l/0001/P0001.txt,2357.809,2359.169,1,小度小度。,小度小度。
3,l/0001/P0001.txt,2364.309,2372.449,1,小爱/b同/p学/p。,小爱同学。
4,l/0001/P0001.txt,2377.959,2380.769,1,小爱同学。,小爱同学。
5,l/0001/P0001.txt,2387.079,2388.619,1,小爱同学。,小爱同学。
6,l/0001/P0001.txt,2391.759,2398.459,1,天/p猫/p精/p灵/p。,天猫精灵。
7,l/0001/P0001.txt,2403.059,2405.419,1,天猫精灵。,天猫精灵。
8,l/0001/P0001.txt,2421.149,2422.579,1,天猫精灵。,天猫精灵。
9,l/0001/P0001.txt,2425.149,2429.459,1,小/p艺/p小/p艺/p。,小艺小艺。
10,l/0001/P0001.txt,2434.359,2436.119,1,小艺小艺。,小艺小艺。
11,l/0001/P0001.txt,2440.189,2441.429,1,小艺小艺。,小艺小艺。
12,l/0001/P0001.txt,2444.709,2449.329,1,Hi siri/p。,Hi siri。
13,l/0001/P0001.txt,2455.849,2457.969,1,Hi siri。,Hi siri。
14,l/0001/P0001.txt,2464.939,2466.169,1,Hi siri。,Hi siri。
15,l/0001/P0001.txt,2475.999,2477.459,1,打/p开。,打开。
16,l/0001/P0001.txt,2480.169,2486.079,1,关闭空/r/b调。,关闭空调。
17,l/0001/P0001.txt,2488.519,2493.279,1,开[开/r/b]始。,开始。
18,l/0001/P0001.txt,2495.059,2496.579,1,取消。,取消。
19,l/0001/P0001.txt,2500.189,2506.259,1,上一首。,上一首。
20,l/0001/P0001.txt,2507.179,2509.979,1,下一首。,下一首。
21,l/0001/P0001.txt,2512.069,2514.159,1,调大音量。,调大音量。
22,l/0001/P0001.txt,2516.109,2517.969,1,减少音量。,减少音量。
23,l/0001/P0001.txt,2523.799,2530.519,1,调高音*温/r/b度。,调高音*温度。
24,l/0001/P0001.txt,2538.579,2543.519,1,播放音/b乐。,播放音乐。
25,l/0001/P0001.txt,2545.289,2548.489,1,上/r/b一集。,上一集。
26,l/0001/P0001.txt,2550.759,2551.939,1,下一集。,下一集。
27,l/0001/P0001.txt,2554.599,2557.479,1,开/r/b灯。,开灯。
28,l/0001/P0001.txt,2559.109,2564.929,1,调亮灯/r/b光。,调亮灯光。
29,l/0001/P0001.txt,2566.609,2567.879,1,关/p闭。,关闭。
30,l/0001/P0001.txt,2569.029,2570.499,1,清扫。,清扫。
31,l/0001/P0001.txt,2570.929,2572.459,1,除尘。,除尘。
32,l/0001/P0001.txt,2574.789,2575.879,1,继续。,继续。
33,l/0001/P0001.txt,2579.639,2581.339,1,关闭机器人。,关闭机器人。
34,l/0001/P0001.txt,2583.989,2586.009,1,停[停]。,停。
35,l/0001/P0001.txt,2587.289,2591.299,1,旋/p转清洁清扫。,旋转清洁清扫。
36,l/0001/P0001.txt,2600.269,2601.449,1,右转。,右转。
37,l/0001/P0001.txt,2604.629,2606.479,1,打开机器人。,打开机器人。
38,l/0001/P0001.txt,2607.379,2608.519,1,左转。,左转。
39,l/0001/P0001.txt,2608.729,2610.039,1,旋转。,旋转。
40,l/0001/P0001.txt,2612.889,2614.299,1,定时。,定时。
41,l/0001/P0001.txt,2614.859,2626.229,1,美/r/b的空/r电/r/b饭锅极速煮。,美的空电饭锅极速煮。
42,l/0001/P0001.txt,2629.289,2633.019,1,美的电饭锅煮粥。,美的电饭锅煮粥。
43,l/0001/P0001.txt,2637.359,2647.319,1,明天早上七点四十/p/r[十]五分吃稀/p饭。,明天早上七点四十五分吃稀饭。
44,l/0001/P0001.txt,2649.949,2654.479,1,预约六点煮/b粥。,预约六点煮粥。
45,l/0001/P0001.txt,2657.609,2664.299,1,预约十/r五点煮婴儿粥。,预约十五点煮婴儿粥。
46,l/0001/P0001.txt,2664.959,2677.789,1,你明天早上六/b/r[六]点十/p五分吃/b稀饭。,你明天早上六点十五分吃稀饭。
47,l/0001/P0001.txt,2678.530094,2686.739,1,预/b约十/r四点煮/r/b婴儿粥。,预约十四点煮婴儿粥。
48,l/0001/P0001.txt,2687.939,2697.889,1,关闭万/r/b光/b感睡/p眠。,关闭万光感睡眠。
49,l/0001/P0001.txt,2699.549,2701.469,1,风随人动。,风随人动。
50,l/0001/P0001.txt,2703.239,2706.709,1,关/p闭风/p随人动。,关闭风随人动。
51,l/0001/P0001.txt,2710.022514,2712.689,1,风/p逆人动。,风逆人动。
52,l/0001/P0001.txt,2714.208622,2719.329,1,关/r/b闭风逆人动。,关闭风逆人动。
53,l/0001/P0001.txt,2722.089,2724.169,1,电加热。,电加热。
54,l/0001/P0001.txt,2724.899,2729.129,1,关闭电/b加热。,关闭电加热。
55,l/0001/P0001.txt,2730.559,2731.629,1,加湿。,加湿。
56,l/0001/P0001.txt,2733.929,2741.809,1,关[关/r/b]闭电/b空气清新。,关闭电空气清新。
57,l/0001/P0001.txt,2746.639,2749.049,1,关闭除/r/b湿。,关闭除湿。
58,l/0001/P0001.txt,2753.509,2758.549,1,待[待/b]机。,待机。
59,l/0001/P0001.txt,2759.676206,2762.409,1,关/r/b闭语音。,关闭语音。
60,l/0001/P0001.txt,2763.569,2765.039,1,定时开。,定时开。
61,l/0001/P0001.txt,2766.819,2768.049,1,定时关。,定时关。
62,l/0001/P0001.txt,2769.199,2774.279,1,关/r闭睡/r/p/b眠模式。,关闭睡眠模式。
63,l/0001/P0001.txt,2775.639,2776.739,1,确定。,确定。
64,l/0001/P0001.txt,2776.839,2789.959,1,冷/r/b藏关闭。,冷藏关闭。
65,l/0001/P0001.txt,2790.469,2799.969,1,冷藏O/b F/r/b F。,冷藏O F F。
66,l/0001/P0001.txt,2803.147337,2807.219,1,变/b温室关/p闭。,变温室关闭。
67,l/0001/P0001.txt,2808.299,2810.679,1,速冻开启。,速冻开启。
68,l/0001/P0001.txt,2810.729,2814.149,1,速/p冻关/r/b闭。,速冻关闭。
69,l/0001/P0001.txt,2815.699,2819.769,1,强效杀/p菌开启。,强效杀菌开启。
70,l/0001/P0001.txt,2821.299,2825.989,1,强效杀/p菌关闭。,强效杀菌关闭。
71,l/0001/P0001.txt,2829.719,2831.449,1,净化开启。,净化开启。
72,l/0001/P0001.txt,2833.359,2834.899,1,净化关闭。,净化关闭。
73,l/0001/P0001.txt,2836.269,2838.099,1,智能开启。,智能开启。
74,l/0001/P0001.txt,2838.799,2840.359,1,智能关闭。,智能关闭。
75,l/0001/P0001.txt,2840.619,2842.889,1,假日开/p启。,假日开启。
76,l/0001/P0001.txt,2842.989,2844.499,1,假日关闭。,假日关闭。
77,l/0001/P0001.txt,2844.649,2847.249,1,速/r冻开启。,速冻开启。
78,l/0001/P0001.txt,2847.329,2849.629,1,速/p冻关闭。,速冻关闭。
79,l/0001/P0001.txt,2851.609,2855.629,1,冰/r/b箱开/r门。,冰箱开门。
80,l/0001/P0001.txt,2858.739,2867.959,1,宜家家居北/b/p京商/p店场/r店。,宜家家居北京商店场店。
81,l/0001/P0001.txt,2869.799,2876.899,1,天[天/r/b]安门。,天安门。
82,l/0001/P0001.txt,2878.079,2880.579,1,八达岭长城。,八达岭长城。
83,l/0001/P0001.txt,2881.729,2882.849,1,颐和园。,颐和园。
84,l/0001/P0001.txt,2886.309,2892.179,1,朝阳不大[大/b]悦城。,朝阳不大悦城。
85,l/0001/P0001.txt,2894.039,2896.339,1,天安门广/p场。,天安门广场。
86,l/0001/P0001.txt,2897.579,2903.559,1,南[南/r/b]锣鼓巷/p。,南锣鼓巷。
87,l/0001/P0001.txt,2904.959,2907.449,1,西/p单大悦城。,西单大悦城。
88,l/0001/P0001.txt,2914.229,2916.209,1,北京动物园。,北京动物园。
89,l/0001/P0001.txt,2919.749,2930.449,1,蓝色港/r/b湾国/r/b际商/p场商/p区。,蓝色港湾国际商场商区。
90,l/0001/P0001.txt,2932.549,2935.029,1,恭/r/b王府。,恭王府。
91,l/0001/P0001.txt,2935.849,2941.479,1,世/r/b贸天/b阶。,世贸天阶。
92,l/0001/P0001.txt,2945.08863,2950.029,1,御/r/b珍舫。,御珍舫。
93,l/0001/P0001.txt,2952.169,2954.449,1,香山公园。,香山公园。
94,l/0001/P0001.txt,2959.192597,2960.809,1,天/p坛。,天坛。
95,l/0001/P0001.txt,2966.119,2971.899,1,雍/r/b和宫/b。,雍和宫。
96,l/0001/P0001.txt,2973.469,2986.449,1,北京赛/r特奥/r/b莱。,北京赛特奥莱。
97,l/0001/P0001.txt,2987.509,2994.039,1,奥[奥]特莱/r/b斯。,奥特莱斯。
98,l/0001/P0001.txt,2995.039,2997.609,1,世界/r/b公园。,世界公园。
99,l/0001/P0001.txt,2998.629,3010.089,1,北/r/b京野生公动/b[动]物园。,北京野生公动物园。
100,l/0001/P0001.txt,3014.049,3016.789,1,朝阳公园。,朝阳公园。
101,l/0001/P0001.txt,3018.249,3032.509,1,天[天/b]意小商品批/r/b[批]发市场。,天意小商品批发市场。
102,l/0001/P0001.txt,3033.289,3038.619,1,动物园服装批/p发市场。,动物园服装批发市场。
