,Filename,Start_time,End_time,Whisper_tiny,WER,Stutterance_Count,NA_Count,NA_Cleaned_Count
0,D0001_A,2081.54,2109.65,我说出来就比较不需要时间然后那个食别的他的就是他等你一会那个话还没有收完都还没有说出来的话他就取消了就是他没让唯一什么都没说或者说不要说了他就那个取消了所以就被再重新了,0.27835051546391754,1.0,332,0
1,D0001_A,790.13,796.58,在牙我收到,0.8,1.0,332,0
2,D0001_A,1562.0835177752008,1586.22,在不计是不怎么平分是不怎么好的就因为平分缺的那些人都在说然后我做好产的那个就那么请问但是就一次一直书给男主角,0.4375,10.0,332,0
3,D0001_A,2016.78,2035.6735592632187,很精准的兴非女人还是兴非出手来的就我记得她是叫兴非我之前就是她,0.5,7.0,332,0
4,D0001_A,1682.67,1709.11,一个那个是叫抓来的我忘了就是出现了你那个一个人然后他就这了一把剑然后就就把那个拿到给葬撒了就是可以看得出来拿到一路上了,0.36764705882352944,8.0,332,0
5,D0001_A,2045.32,2052.24,字童不概我不是让我回去还有拜拜,0.7058823529411765,2.0,332,0
6,D0001_A,1441.22,1444.4,啊買 an baby,1.8,1.0,332,0
7,D0001_A,104.09,105.68,爸...,1.0,0.0,332,0
8,D0001_A,958.86,966.41,大部聚的时候我就很开心因为手吸的画面就掉了,0.391304347826087,3.0,332,0
9,D0001_A,363.19,380.22,就是不会说特意来来模仿我的这个卡扣的事情因为他们不会想到我是讲话有问题,0.15789473684210525,4.0,332,0
10,D0001_A,989.88,998.53,"嗯,挺多顺的很高,但是呢,就是嗯,嗯,一次",0.75,4.0,332,0
11,D0001_A,354.94,361.3,咱们现在下咱们又就是,0.5454545454545454,1.0,332,0
12,D0001_A,1944.74,1963.347983115236,我经常使用因为我比较冷然后就总是念出来的我们之前在学校的时候那个在,0.2558139534883721,3.0,332,0
13,D0001_A,679.35,687.4,因为说话有点就是平时的感觉这个是,0.2631578947368421,1.0,332,0
14,D0001_A,1110.4,1135.6,我看了电影之后我发现他其实他他他的同事那么的就是好看但是我是抱着情怀的去看的,0.3469387755102041,11.0,332,0
15,D0001_A,1364.76,1367.11, Understand忍,2.2,1.0,332,0
16,D0001_A,2148.188753355469,2165.42,软件他还没视频到我的音因为我卡在那里了然后他就时间他就了就没视频出来所以我需要再重新按一下,0.27450980392156865,6.0,332,0
17,D0001_A,389.5,395.72,那所以那个魔法还是假时不会的,0.3125,1.0,332,0
18,D0001_A,1944.74,1963.347983115236,我经常使用因为我比较冷然后就总是念出来的我们之前在学校的时候那个在,0.2558139534883721,3.0,332,0
19,D0001_A,885.4,895.08,我我已经就找到你这个据然后发生是我看过的就会,0.3333333333333333,0.0,332,0
20,D0001_A,494.43,513.43,但是不會說抓著我的這個塔的問題然後說不幸認或者來吃問的這種就是我覺得家長得,0.6458333333333334,4.0,332,0
21,D0001_A,895.4308175970514,906.7,想要再去看那這個具嗯,0.5333333333333333,3.0,332,0
22,D0001_A,705.62,724.18,希望加点是默认为我是那种正常的卡克然后不要把我想到说我是跑吃的这个角度去啥,0.2826086956521739,3.0,332,0
23,D0001_A,1530.88,1539.44,都是在啊你流柔晚半的他做局餐的时候都是,0.47368421052631576,2.0,332,0
24,D0001_A,626.2390282976758,640.58,吃吃跟家長說我要口吃的問題那麼有家長可能能理解,0.5,2.0,332,0
25,D0001_A,1168.51,1169.78,好興奮,0.75,0.0,332,0
26,D0001_A,530.5296333864719,537.88,legiros他們與警告,2.0,2.0,332,0
27,D0001_A,238.68,254.12,我在工作的时候就我讲个讲个就会,0.4583333333333333,5.0,332,0
28,D0001_A,1329.7075885107724,1350.57,反正就是凝凋不聚的好 和成的感觉所以它是自进就是周星尺的那部电影吧对 有了有这个感觉,0.45454545454545453,9.0,332,0
29,D0001_A,254.41,274.32,然后就 孩子就会看着我看他们就会觉得哎 你要试试 你怎么看了就怎么不说话了,0.34285714285714286,7.0,332,0
30,D0001_A,291.95,311.96,那孩子就會那個幸福就突然間就被我就是突然間就中斷了的那種感覺那孩子他會覺得好奇,0.3488372093023256,6.0,332,0
31,D0001_A,435.29,449.05,在開家長會之前我會做衝足的那種東西我會先準備好了好先自己,0.6585365853658537,2.0,332,0
32,D0001_A,475.56,492.61,听我讲的时候我也肯定会出现些许的卡德卡克的这些话语他们会听到二人,0.21621621621621623,3.0,332,0
33,D0001_A,1422.53,1437.54,喜欢合美茹酒缶一诊支持然后一号呀九,0.6363636363636364,7.0,332,0
34,D0001_A,431.07,431.78,嗯,0.5,0.0,332,0
35,D0001_A,136.61,141.33,叛生我那 我现在那那个,0.45454545454545453,1.0,332,0
36,D0001_A,1222.9396967032387,1253.15,千 victory登接一套挑服我 eternitycker找 camino,1.0,12.0,332,0
37,D0001_A,2166.03,2183.31,这种朋友就比较麻烦因为他有实验等你的嘛你在妈的景调那以他没有说出来的话他就取消了对所以会话出现这种情况,0.4074074074074074,6.0,332,0
38,D0001_A,1795.66,1824.32,穿霸501然後取那個強一把保健的設斜對了 其實他經驗他的他的都幫你評分不怎麼高的只是因為是同年看過的去所以就不再一那個評分再一的是那個情況對,0.6410256410256411,7.0,332,0
39,D0001_A,450.58,465.61,就被此的那些就像毒的很熟練所以我會經常在家長院前看了這個問題,0.5714285714285714,3.0,332,0
40,D0001_A,1769.75,1792.77,把功勞就送给你的那种然后就是拿你拿你主角就干一起了然后那个拿到就死了他他大概就是就是嗯两个拿个出去为了那个,0.4107142857142857,11.0,332,0
41,D0001_A,1735.81,1753.26,秒殺了拿然後後他就把那把劍就給了那個拿一號就是給了男主角然後他就我已經傷了一去了所以說這個,0.5306122448979592,4.0,332,0
42,D0001_A,1995.3931229521988,2016.56,哇很多做些的的话它都是像那个性飞呀我用这个用的挺好的它的制动食点就,0.3684210526315789,12.0,332,0
43,D0001_A,540.34,561.87,嗯不会召门抓着这个小鱼很小的毛病然后来就是来放大因为就我在其他方面做的做的挺好的话那么加长的够够的还是可以的就,0.21428571428571427,3.0,332,0
44,D0001_A,184.69,203.96,面對孩子說話我會有當然會不會孩子會模擋模擋到我的口吃,0.5454545454545454,3.0,332,0
45,D0001_A,1915.62,1922.45,我说话他十边本地记得那种妈,0.7222222222222222,2.0,332,0
46,D0001_A,312.25,338.35,"然后就可能他们也没在意太多吧他也不会说一下子就能想到哦,老师是接把他等是卡坑是那个汇口吃的他们一下子不会想到那个就只是要他们会觉得好奇那是怎么突然长得这样的就卡了然后需要",0.26881720430107525,1.0,332,0
47,D0001_A,642.62,659.65,有的家长庄不是那么有就是能理解那些不能理解的家长谈他可能就会放大我这件事情,0.14634146341463414,4.0,332,0
48,D0001_A,1045.06,1077.39,因为那些情言我都忘了嘛然后就想重新违顾一下这些情节还有呢就是重新看一下里面的那些让物他们的各种比较精采的外面我小时候有有印象的那些,0.19444444444444445,10.0,332,0
49,D0001_A,514.82,529.36,他隆度是可以的他们能听得出来你这个老师说话为些许的有一些词会些许的卡,0.3023255813953488,1.0,332,0
50,D0001_A,813.88,814.78,嗯,0.5,0.0,332,0
51,D0001_A,819.98,825.68,我最近从新看的就是,0.2727272727272727,1.0,332,0
52,D0001_A,1548.94,1561.91,给我柔挂 heap的然后但是把它以落就做工具为یں的不用的,0.8846153846153846,7.0,332,0
53,D0001_A,970.0,989.16,"就出現了,就打瘋我到了那個同年的時候進層的享受看電視劇的那些時光這不去呢?",0.5777777777777777,8.0,332,0
54,D0001_A,1160.35,1165.06, quotconds那就會很,1.0909090909090908,0.0,332,0
55,D0001_A,1658.3347339994368,1678.34,那把建舟就被拿到後墙了他這個反派就到最後的時候反派他都會成功但是呢就突然出現一個,0.41304347826086957,9.0,332,0
56,D0001_A,2148.188753355469,2165.42,软件他还没视频到我的音因为我卡在那里了然后他就时间他就了就没视频出来所以我需要再重新按一下,0.27450980392156865,6.0,332,0
57,D0001_A,1497.23,1497.97,好,0.5,0.0,332,0
58,D0001_A,1402.99,1421.88,五公坚人穩定你到哪1、2、315角每日去 institutions设计此,1.1666666666666667,8.0,332,0
59,D0001_A,274.39,291.69,特别是我给他们讲故事的时候别说讲到大会两来了然后这个大字就是我的拿巴林然后就会卡住,0.2553191489361702,1.0,332,0
60,D0001_A,119.13,124.49,我吃 藏下就有口吃,0.5555555555555556,0.0,332,0
61,D0001_A,1633.36,1639.71,嗯他他在自己任務的時候也是很,0.5,2.0,332,0
62,D0001_A,1323.93,1329.41,評論區那裡看到說是叫其他名字的,0.375,0.0,332,0
63,D0001_A,106.3,119.12,为什么蛮 perceive Freaky,2.375,5.0,332,0
64,D0001_A,2128.9006469577453,2147.78,但是在说的时候我这个开头的拿完一周就需要时间说出来然后那个,0.2857142857142857,14.0,332,0
65,D0001_A,95.58,102.83,我是金莲是,0.7692307692307693,3.0,332,0
66,D0001_A,562.56,571.41,"嗯,我不會裝的這點小細節,所以所以,總體還是可以放心的",0.6923076923076923,2.0,332,0
