,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned
0,0001/D0001_B.txt,212.77,220.48,1,好，谢[谢谢谢]小[小]李的介/b[介]绍。,好，谢小李的介绍。
1,0001/D0001_B.txt,220.62,235.81,1,那[那]你有这个担心的话，你有没有在实[实]践中体会过，或[或]者观察到孩子他会不会模仿你的口[口]吃呢？,那你有这个担心的话，你有没有在实践中体会过，或者观察到孩子他会不会模仿你的口吃呢？
2,0001/D0001_B.txt,396.99,416.38,1,哦明[明]白了，那就是他们没有[没有]这[这]种意识去模仿你我[我]还很[很]好奇，就是孩子的呃/i家[家/b]长会是什么样的态度就是。,哦明白了，那就是他们没有这种意识去模仿你我还很好奇，就是孩子的家长会是什么样的态度就是。
3,0001/D0001_B.txt,416.47,428.11,1,他[他]们如果知道了，你说话有[有]一些口[口]吃的话，他们会[会]不会有一些担[担]心的这种感[感]觉呢？,他们如果知道了，你说话有一些口吃的话，他们会不会有一些担心的这种感觉呢？
4,0001/D0001_B.txt,571.46,579.22,1,嗯我[我]大[大]概明白了，就是其实家长的素质还是。,嗯我大概明白了，就是其实家长的素质还是。
5,0001/D0001_B.txt,579.54,596.35,1,挺[挺/b]高的，也是比较的理解你的讲话的方式的，就是他们不会去钻这种小的细[细/b]节，我就是还有一个呃/i比较。,挺高的，也是比较的理解你的讲话的方式的，就是他们不会去钻这种小的细节，我就是还有一个比较。
6,0001/D0001_B.txt,596.48,613.02,1,敏感的可能的问题，就是你有[有]没有在跟家[家]长沟通的时候提到说你有呃/i说话的一些问题，或者一些啊口吃，直接跟他们去说[说]过呢。,敏感的可能的问题，就是你有没有在跟家长沟通的时候提到说你有说话的一些问题，或者一些啊口吃，直接跟他们去说过呢。
7,0001/D0001_B.txt,725.35,741.78,1,嗯我[我]可以理/b解，就是你可能有一些担心说家长他可能会不太理解，就是口吃的这种方式可能去，啊/i/p。,嗯我可以理解，就是你可能有一些担心说家长他可能会不太理解，就是口吃的这种方式可能去，。
8,0001/D0001_B.txt,742.44,755.09,1,跟你的上级，比如说跟你的管理者，你的上级老[老]师去反映这个事/b情，所以你可能不想让他们知[知/b]道，对。,跟你的上级，比如说跟你的管理者，你的上级老师去反映这个事情，所以你可能不想让他们知道，对。
9,0001/D0001_B.txt,759.12,787.77,1,那[那]好，我们可以换一个话题，聊一些比较轻[轻]松的就是话题，比如说你最[最]近的话有没有看过什么电影或者电视剧剧集这种你觉得比较呃/i感兴趣的，或者印象比较深的，或者再另外说的话，比如说一些书[书/b]籍呢。,那好，我们可以换一个话题，聊一些比较轻松的就是话题，比如说你最近的话有没有看过什么电影或者电视剧剧集这种你觉得比较感兴趣的，或者印象比较深的，或者再另外说的话，比如说一些书籍呢。
10,0001/D0001_B.txt,802.44,812.29,1,<overlap>嗯那电视剧的话，你有没有就是说看过哪些，比如说能想得起来名字的。,<overlap>嗯那电视剧的话，你有没有就是说看过哪些，比如说能想得起来名字的。
11,0001/D0001_B.txt,1253.27,1269.49,1,嗯好的，谢[谢]谢你的介/b绍，我觉得这两个电视[电视]剧，一个电视剧，还有一个电影的话，我之前都没有[没有]看过，所以不太了/r[了]解，但是。,嗯好的，谢谢你的介绍，我觉得这两个电视剧，一个电视剧，还有一个电影的话，我之前都没有看过，所以不太了解，但是。
12,0001/D0001_B.txt,1269.6,1284.45,1,听名字的话好像都是关于动[动动动]作的电影，或者是呃/i武侠片，是不是，然后它们好像都是港[港/b]台剧。,听名字的话好像都是关于动作的电影，或者是武侠片，是不是，然后它们好像都是港台剧。
13,0001/D0001_B.txt,1285.66,1288.42,1,<overlap>或者香[香]港的对不[对不]对。,<overlap>或者香港的对不对。
14,0001/D0001_B.txt,1351.82,1362.54,1,嗯那第[第]一部就是电[电/b]视剧，就是有个叫做生[生]死情，我没有听[听]清楚它的全名哎。,嗯那第一部就是电视剧，就是有个叫做生死情，我没有听清楚它的全名哎。
15,0001/D0001_B.txt,1362.89,1364.75,1,<overlap>就是这部这嗯。,<overlap>就是这部这嗯。
16,0001/D0001_B.txt,1367.37,1374.42,1,这部电[电/b]视剧的话，它大体上是讲[讲]什么的呢。,这部电视剧的话，它大体上是讲什么的呢。
17,0001/D0001_B.txt,1825.22,1826.28,1,<overlap>好[好]的。,<overlap>好的。
18,0001/D0001_B.txt,1826.32,1834.65,1,嗯听[听]起来挺有意思的，就是感[感]觉到这个剧情的话也比较的狗[狗]血。,嗯听起来挺有意思的，就是感觉到这个剧情的话也比较的狗血。
19,0001/D0001_B.txt,1835.87,1857.12,1,从那个男[男]二号的话，本来他其实/b听你描述是挺努力，然后挺有毅力，也目标非常明[明]确的一个人，然后在现/r实的生活中，应该是他能取得成[成]功的，但是反而。,从那个男二号的话，本来他其实听你描述是挺努力，然后挺有毅力，也目标非常明确的一个人，然后在现实的生活中，应该是他能取得成功的，但是反而。
20,0001/D0001_B.txt,1857.2,1882.01,1,这个剧情把他就是讲的遭遇比较差，然后把男主[主]角虽然说是不努力，然后也没有目标很明确。虽但是他可能运气比[比]较好一点，感觉听[听]起来是比较狗血的这么一个剧[剧]情吧<overlap>。,这个剧情把他就是讲的遭遇比较差，然后把男主角虽然说是不努力，然后也没有目标很明确。虽但是他可能运气比较好一点，感觉听起来是比较狗血的这么一个剧情吧<overlap>。
21,0001/D0001_B.txt,1885.86,1912.56,1,嗯然后的话我[我]就是问最后一个简[简]短的问[问]题吧，就是你平时的话有没有使用一些语音的产品，比如A [A] P P之类的，可以来识/r别你的讲话的，或者说你[你]如果使用过的话，有没有觉得一些呃/i问题。,嗯然后的话我就是问最后一个简短的问题吧，就是你平时的话有没有使用一些语音的产品，比如A  P P之类的，可以来识别你的讲话的，或者说你如果使用过的话，有没有觉得一些问题。
22,0001/D0001_B.txt,1922.65,1928.28,1,<overlap>对，比如说你，对比如说你要是打车的话，有一般有滴滴。,<overlap>对，比如说你，对比如说你要是打车的话，有一般有滴滴。
23,0001/D0001_B.txt,1928.5,1943.3,1,出行的话，它可能会有一些识别，比如说你可以对着手[手]机<overlap>去说话，然后它能知道你想去的地[地]址，对像这样的<overlap>。,出行的话，它可能会有一些识别，比如说你可以对着手机<overlap>去说话，然后它能知道你想去的地址，对像这样的<overlap>。
24,0001/D0001_B.txt,1943.76,1944.73,1,<overlap>A P P对。,<overlap>A P P对。
25,0001/D0001_B.txt,2185.92,2200.27,1,好的，我听[听]明白了也就是主要的就是对于难发音的话，可能它会打断你，或者说是会识别不出来你的呃/i有难发音的情况因为它。,好的，我听明白了也就是主要的就是对于难发音的话，可能它会打断你，或者说是会识别不出来你的有难发音的情况因为它。
